COD_CLI;STATUS;IFIN1;IFIN2;IFIN3;IFIN4;IFIN5;IFIN6;IFIN7;IFIN8;IFIN9;IFIN10;FATLIQ;REST_TIPO_1;REST_TIPO_2;REST_TIPO_3;REST_TIPO_4;REST_TIPO_5;UF;IDADE;RAMO;NUM_SOCIOS
2372;BOM;59.30;2433.58;0.00;;1.90;12.47;-2.80;;-37.50;-2.94;769.30;14;0;20;0;16;SP;33;4;2
2373;BOM;3.80;390.24;0.00;0.00;2.60;13.46;1.00;-392.00;19.16;-0.84;816.40;0;0;0;0;0;SP;32;7;2
2374;BOM;5.80;352.30;0.00;0.00;36.20;13.14;0.65;-1085.00;15.41;-2.94;684.52;0;0;2;0;0;SP;32;3;4
2375;MAU;15.20;243.90;5.92;0.00;18.20;12.07;0.70;-20550.60;-5.41;-1.68;675.10;0;0;0;0;0;SP;33;2;2
2376;MAU;7.60;157.18;0.00;0.00;0.50;31.21;2.50;-583.80;16.25;0.00;1472.66;2;0;1;0;0;SP;32;2;2
2377;MAU;26.90;1040.64;84.36;0.16;2.00;13.18;0.20;586.60;-41.25;-5.46;929.44;10;0;7;0;0;SP;33;7;4
2378;BOM;15.40;287.26;59.20;1.08;1.60;14.07;0.15;;-25.83;-8.40;687.66;0;0;0;0;0;SP;34;3;2
2379;MAU;38.50;346.88;85.84;0.30;2.50;15.52;0.80;15.40;-34.58;0.84;5598.62;0;0;0;0;0;SP;34;8;2
2380;MAU;15.10;379.40;87.32;1.36;24.40;12.33;0.05;224.00;-32.50;4.20;675.10;13;0;0;0;0;SP;33;7;3
2381;MAU;6.60;406.50;26.64;0.00;12.90;12.51;2.15;-772.80;-9.58;-3.36;5237.52;0;0;0;0;0;SP;34;4;4
2382;MAU;17.40;504.06;66.60;0.00;0.80;14.34;2.25;-98.00;-40.00;-1.26;5746.20;1;0;0;0;0;SP;33;8;4
2383;BOM;;;230.88;0.00;13.40;12.33;-0.20;474.60;306.25;-5.46;405.06;0;0;0;0;0;SP;32;5;2
2384;MAU;14.50;151.76;0.00;0.00;5.30;16.86;12.50;187.60;2.08;3.36;1453.82;4;2;3;0;0;SP;32;4;3
2385;MAU;25.30;276.42;62.16;0.71;3.80;14.84;0.10;4.20;-22.50;-0.42;1124.12;3;0;1;0;0;SP;26;3;4
2386;BOM;50.10;406.50;65.12;0.35;1.60;15.10;2.70;569.80;-40.41;-9.24;1105.28;0;0;0;0;0;MG;31;6;3
2387;MAU;23.50;579.94;75.48;0.25;2.30;13.27;1.00;-177.80;-44.58;-2.94;832.10;2;0;0;0;0;SP;33;3;3
2388;MAU;7.00;43.36;2.96;0.00;10.70;15.90;1.45;-2973.60;-15.00;-3.78;1987.62;2;17;0;0;16;SP;;2;2
2389;BOM;7.40;222.22;0.00;0.00;0.70;17.39;2.25;-40.60;17.91;2.94;1617.10;0;0;1;0;0;SP;32;7;3
2390;BOM;1.80;352.30;0.00;0.00;1.50;13.59;0.65;-2842.00;0.00;-0.42;1877.72;0;0;0;0;0;SP;32;4;3
2391;MAU;5.40;569.10;71.04;0.51;1.50;13.70;0.25;54.60;-32.08;-1.68;2138.34;2;0;0;0;0;SP;26;3;4
2392;BOM;3.80;509.48;13.32;0.00;1.00;13.92;0.30;217.00;-9.16;-14.70;3083.48;0;0;2;0;0;SP;31;3;4
2393;MAU;5.50;200.54;41.44;0.00;2.40;13.59;0.25;1017.80;-12.50;-2.94;781.86;0;0;0;0;0;SP;31;7;2
2394;MAU;2.50;482.38;4.44;0.00;4.80;11.61;-0.10;988.40;24.16;-1.68;2625.04;0;0;0;0;0;SP;31;2;3
2395;BOM;9.70;260.16;32.56;0.00;2.70;13.38;0.45;-201.60;-6.66;-13.02;2000.18;0;0;0;0;0;SP;42;1;4
2396;MAU;14.00;937.66;39.96;0.00;2.00;12.81;-0.55;579.60;-2.91;-4.62;552.64;0;0;0;0;0;SP;44;3;4
2397;MAU;;;76.96;0.00;4.40;13.94;;732.20;-25.00;-0.84;1971.92;0;0;0;0;0;SP;58;6;3
2398;MAU;10.90;265.58;0.00;0.00;7.20;13.89;3.05;-70.00;0.00;-5.46;1538.60;10;0;0;0;0;SP;43;4;4
2399;BOM;14.30;352.30;0.00;0.00;2.80;15.24;1.20;3053.40;2.91;6.30;1240.30;0;0;0;0;0;SP;32;2;4
2400;MAU;14.60;585.36;42.92;0.00;21.10;12.19;1.85;44.80;-7.50;-2.52;3127.44;1;0;0;0;0;SP;32;5;3
2401;BOM;1.70;195.12;0.00;0.00;12.60;12.67;1.50;-6295.80;46.25;-3.78;634.28;0;0;0;0;0;SP;32;4;2
2402;BOM;8.70;211.38;23.68;0.00;0.60;19.16;1.35;-1117.20;-14.16;0.84;825.82;0;0;0;0;0;SP;43;5;2
2403;BOM;19.20;596.20;0.00;0.00;1.50;15.02;1.35;268.80;-347.91;-1.26;2518.28;0;0;0;0;0;SP;32;4;2
2404;MAU;4.90;460.70;26.64;0.00;1.60;15.71;0.90;-261.80;-23.33;-2.10;2276.50;0;0;0;0;0;SP;32;6;2
2405;MAU;12.80;368.56;22.20;0.28;3.80;13.16;0.55;183.40;-10.83;-1.26;4132.24;1;0;0;0;0;SP;31;3;2
2406;MAU;;;68.08;0.00;1.70;16.69;-47.75;646.80;7.50;-0.84;1447.54;92;0;7;0;0;SP;26;2;4
2407;BOM;14.00;341.46;60.68;0.00;20.20;12.64;1.10;88.20;-19.58;-3.36;2245.10;0;0;1;0;0;SP;31;4;4
2408;MAU;21.50;775.06;85.84;1.84;6.00;13.91;-2.95;411.60;-49.16;-0.84;876.06;0;0;0;3;0;SP;32;2;4
2409;BOM;13.50;644.98;57.72;0.00;1.20;15.72;0.20;-54.60;-34.58;-0.84;1293.68;1;0;0;0;0;SP;26;5;2
2410;MAU;21.70;493.22;134.68;0.00;1.00;23.39;2.05;91.00;-39.58;101.22;1730.14;0;0;1;0;0;SP;48;3;2
2411;BOM;2.40;601.62;236.80;0.00;11.40;11.37;-0.85;743.40;-98.33;-0.84;122.46;0;0;0;0;0;MG;26;3;2
2412;MAU;2.60;227.64;0.00;0.00;4.20;13.22;0.75;-305.20;10.00;-0.84;1924.82;0;0;0;0;0;SP;31;3;2
2413;BOM;7.70;455.28;13.32;0.14;1.00;14.68;1.60;-106.40;85.41;2.94;6980.22;0;0;0;0;0;SP;31;7;2
2414;BOM;17.40;373.98;50.32;0.00;3.40;15.47;-0.45;197.40;-22.50;-4.62;2373.84;0;0;0;1;0;SP;31;4;4
2415;BOM;6.80;357.72;10.36;0.00;;16.60;1.00;-397.60;-174.16;3.36;825.82;0;0;0;0;0;SP;47;4;2
2416;BOM;10.50;769.64;0.00;0.00;5.00;12.49;1.90;614.60;-12.91;32.76;800.70;0;0;0;0;0;SP;31;4;4
2417;BOM;6.30;265.58;79.92;0.87;50.00;13.98;0.80;-161.00;-22.91;-2.10;756.74;0;0;1;0;0;SP;48;2;3
2418;MAU;31.50;1024.38;2.96;0.00;3.90;12.68;-1.75;256.20;-1.25;0.84;5460.46;2;0;1;0;0;SP;56;4;4
2419;BOM;3.40;390.24;0.00;0.00;5.70;13.51;0.15;;0.41;-0.42;3413.18;0;0;0;0;0;SP;73;6;4
2420;MAU;2.50;260.16;22.20;0.55;4.10;12.88;0.45;-8554.00;-7.08;-2.10;995.38;2;0;0;0;0;SP;45;2;4
2421;BOM;4.50;509.48;0.00;0.00;1.90;13.30;0.30;-1254.40;7.91;-0.84;2207.42;0;0;0;0;0;SP;30;7;3
2422;BOM;320.80;7999.92;4.44;0.00;4.10;12.89;;848.40;-0.41;-6.30;568.34;0;0;0;0;0;SP;31;3;2
2423;BOM;26.20;249.32;1.48;0.00;0.60;16.23;3.60;180.60;19.58;-5.04;1673.62;3;0;8;0;0;SP;31;4;3
2424;MAU;13.00;818.42;201.28;2.25;4.20;12.65;-2.35;578.20;-72.91;-4.62;722.20;1;0;0;1;15;SP;30;7;2
2425;MAU;13.10;346.88;44.40;0.81;2.50;14.64;2.85;-803.60;-25.00;-17.22;1369.04;0;0;1;5;4;SP;34;3;4
2426;BOM;2.50;249.32;0.00;0.00;1.30;15.10;1.95;-4138.40;43.75;-4.20;806.98;0;0;0;0;0;SP;31;7;3
2427;BOM;16.50;276.42;11.84;0.00;1.40;15.54;3.40;254.80;-1.66;-5.04;7338.18;0;0;0;0;0;SP;30;7;2
2428;BOM;5.30;32.52;38.48;0.00;1.50;14.61;0.60;-4187.40;12.50;-29.82;2995.56;0;0;0;1;0;SP;30;2;2
2429;BOM;2.70;124.66;0.00;0.00;4.80;14.59;5.40;-4942.00;26.25;-0.84;1485.22;0;0;0;0;12;SP;29;7;4
2430;MAU;15.20;476.96;90.28;0.07;3.80;14.48;1.10;93.80;-37.08;-4.62;1215.18;0;0;0;0;0;SP;31;6;3
2431;MAU;25.10;953.92;165.76;1.33;19.00;11.55;-0.20;1257.20;-67.91;-7.56;304.58;79;0;0;0;25;SP;59;3;3
2432;BOM;1.60;520.32;10.36;0.00;1.50;13.42;0.05;-232.40;-0.83;-6.72;1391.02;0;0;1;0;7;SP;31;5;4
2433;BOM;11.30;59.62;0.00;0.00;1.50;21.07;0.85;-4779.60;2.50;-3.36;2119.50;0;0;0;0;0;SP;30;7;2
2434;BOM;16.50;287.26;28.12;0.00;2.40;13.84;0.40;-428.40;-19.16;-0.42;756.74;0;0;0;1;7;SP;30;2;3
2435;MAU;6.20;200.54;22.20;0.00;1.40;22.08;0.95;-1356.60;-5.41;-0.84;1042.48;4;0;1;0;0;SP;30;8;2
2436;MAU;;;91.76;0.00;6.70;12.56;-31.40;649.60;657.50;-2.52;624.86;16;0;34;0;0;SP;30;4;3
2437;BOM;1.20;303.52;0.00;0.00;1.90;14.75;0.35;;17.08;-0.84;835.24;0;0;0;0;15;SP;30;4;4
2438;BOM;12.40;319.78;0.00;0.00;7.00;14.36;-0.90;-186.20;28.75;-3.36;816.40;0;0;0;0;0;SP;41;8;2
2439;BOM;10.00;547.42;44.40;0.30;1.20;14.40;0.05;553.00;-29.58;1.68;935.72;0;0;0;0;0;SP;57;4;4
2440;BOM;7.70;276.42;0.00;0.00;3.60;13.72;3.35;-2935.80;22.50;-1.68;3632.98;1;0;0;0;0;SP;52;5;4
2441;BOM;16.90;688.34;94.72;0.00;1.30;15.39;-2.60;651.00;-57.50;-0.84;2216.84;0;0;0;0;0;SP;47;3;4
2442;BOM;2.30;162.60;0.00;0.00;3.30;14.42;1.75;-2128.00;7.50;-6.72;1007.94;0;0;1;0;0;SP;25;1;4
2443;BOM;18.20;747.96;56.24;0.00;2.60;13.97;2.90;485.80;-67.91;-0.84;766.16;0;0;0;0;0;SP;37;4;4
2444;MAU;30.50;406.50;48.84;0.90;3.00;14.51;-0.50;-338.80;-21.25;-0.84;794.42;0;0;0;0;0;SP;25;6;4
2445;MAU;12.30;623.30;32.56;0.00;3.20;13.51;0.95;88.20;-15.41;-4.20;4961.20;0;0;0;0;0;SP;44;5;3
2446;BOM;5.20;211.38;0.00;0.00;0.70;16.02;2.15;-582.40;8.75;7.56;1670.48;0;0;0;1;0;SP;25;3;3
2447;BOM;21.80;466.12;0.00;0.00;2.40;11.86;-0.20;;0.83;-1.26;1290.54;0;0;0;0;0;SP;39;8;4
2448;MAU;14.40;325.20;17.76;0.00;1.70;14.85;9.40;-183.40;0.83;0.42;2009.60;3;0;0;0;0;SP;37;5;2
2449;MAU;14.20;303.52;45.88;0.87;1.80;15.30;1.50;43.40;-21.66;-1.68;1017.36;22;6;0;0;0;SP;29;5;3
2450;MAU;279.00;3788.58;88.80;1.73;6.20;12.90;-3.55;550.20;-34.16;-2.52;800.70;0;0;0;0;0;SP;30;8;2
2451;BOM;3.00;5.42;0.00;0.00;;12.36;2.50;-2398.20;400.00;-1.68;2574.80;0;0;0;0;0;SP;30;1;3
2452;MAU;4.40;617.88;54.76;0.00;1.20;14.01;-0.05;1444.80;-8.75;-8.82;832.10;0;0;0;0;0;SP;30;2;4
2453;BOM;3.10;276.42;5.92;0.00;1.90;14.67;1.00;-1044.40;-5.41;-5.46;1519.76;0;0;0;0;0;SP;42;2;3
2454;BOM;4.60;184.28;2.96;0.00;5.50;14.75;2.65;-1937.60;-4.58;-2.10;1073.88;0;0;0;0;0;SP;30;3;3
2455;MAU;;;10.36;0.00;1.60;13.95;0.45;779.80;8.33;-2.94;828.96;10;0;1;4;25;SP;89;6;2
2456;BOM;47.70;395.66;66.60;1.17;3.60;17.60;13.55;-642.60;-36.66;-49.56;806.98;0;0;0;0;0;SP;25;5;2
2457;BOM;4.40;390.24;0.00;0.00;2.00;14.56;0.75;-457.80;-8.75;0.00;1598.26;2;0;0;0;0;SP;32;1;2
2458;BOM;9.10;504.06;37.00;0.00;2.20;13.55;0.50;466.20;-20.41;0.00;618.58;0;0;0;0;0;SP;30;6;2
2459;MAU;2.60;525.74;72.52;0.53;6.00;11.94;0.25;93.80;-29.58;-3.36;1234.02;0;0;3;0;0;SP;29;6;4
2460;BOM;5.90;195.12;0.00;0.00;0.90;18.62;1.40;-15.40;7.08;0.84;1522.90;0;0;0;0;0;SP;29;6;3
2461;BOM;1.40;189.70;0.00;0.00;0.00;12.35;0.85;-2408.00;-4.16;0.42;568.34;0;0;0;0;16;SP;25;4;4
2462;BOM;17.00;287.26;0.00;0.00;2.20;16.25;0.45;501.20;11.25;-3.78;1136.68;0;0;0;0;0;SP;29;3;4
2463;MAU;21.40;840.10;99.16;0.00;3.40;14.91;1.00;358.40;-73.75;-0.84;791.28;1;0;0;0;0;SP;37;5;4
2464;MAU;13.20;514.90;0.00;0.00;1.20;17.51;4.35;-3325.00;-35.00;-0.84;1064.46;0;0;0;0;0;SP;25;5;4
2465;BOM;528.10;16260.00;13.32;0.00;2.20;12.69;-5.45;725.20;-16.66;-2.94;6512.36;0;0;0;0;0;SP;32;4;4
2466;MAU;6.30;504.06;76.96;1.27;0.50;14.50;-0.30;442.40;-39.16;0.00;1114.70;0;0;0;0;0;SP;54;2;3
2467;MAU;31.50;677.50;124.32;1.84;1.40;13.74;0.45;397.60;-48.75;-0.84;882.34;1;0;0;0;0;SP;28;7;3
2468;MAU;5.40;563.68;106.56;0.00;1.80;12.61;0.20;530.60;-47.08;-0.42;2053.56;0;0;0;0;0;SP;28;6;2
2469;MAU;80.00;411.92;78.44;2.05;;13.35;0.10;82.60;-39.16;-14.70;1196.34;0;2;0;0;7;SP;29;2;2
2470;MAU;8.80;747.96;91.76;2.12;3.00;12.34;0.05;589.40;-150.41;-3.36;3014.40;0;0;0;0;0;SP;57;8;3
2471;BOM;9.70;498.64;0.00;0.00;4.30;13.85;1.50;309.40;-76.66;1.26;1127.26;0;0;0;0;0;SP;29;5;4
2472;BOM;73.00;2487.78;8.88;0.00;2.20;13.33;-5.40;777.00;10.83;-0.84;2050.42;0;0;0;0;0;SP;29;4;3
2473;MAU;8.30;298.10;13.32;0.00;1.80;16.58;1.85;-786.80;-8.75;0.84;2025.30;0;0;0;0;0;SP;29;3;4
2474;MAU;3.90;661.24;50.32;1.36;25.10;11.49;-2.40;1121.40;-34.16;1.68;505.54;7;0;9;0;0;SP;97;3;2
2475;BOM;30.70;482.38;54.76;1.50;13.20;13.38;0.95;168.00;-37.91;-5.88;1045.62;0;0;0;0;0;SP;63;1;4
2476;MAU;7.60;417.34;42.92;0.87;3.90;13.55;0.25;151.20;-25.00;-75.18;1180.64;0;0;0;1;0;SP;39;3;2
2477;MAU;31.30;1100.26;165.76;0.00;0.80;19.68;0.50;170.80;-81.25;-0.84;1149.24;0;0;0;0;0;SP;25;3;3
2478;BOM;3.40;476.96;0.00;0.00;0.00;57.51;2.30;-425.60;-22.50;-0.84;3551.34;0;0;0;0;0;SP;37;3;3
2479;BOM;70.70;650.40;68.08;0.58;7.70;13.60;1.05;910.00;-40.00;-2.94;841.52;0;0;0;0;0;SP;29;7;2
2480;BOM;2.10;227.64;0.00;0.00;10.10;12.81;2.35;-2982.00;27.91;-0.84;637.42;0;0;0;0;0;SP;43;2;4
2481;BOM;9.10;552.84;38.48;0.67;1.20;12.81;0.05;-29.40;-43.33;-9.24;2615.62;0;0;0;0;0;SP;29;2;4
2482;BOM;3.10;379.40;0.00;0.00;4.80;12.70;-0.10;329.00;-9.58;0.42;844.66;0;0;0;0;0;SP;28;8;2
2483;MAU;1.90;504.06;14.80;0.00;3.80;11.87;1.00;-33.60;-17.50;0.00;1221.46;0;1;0;0;0;SP;28;4;2
2484;MAU;;;39.96;0.00;1.10;14.62;;463.40;-35.41;-2.52;2373.84;0;0;0;0;0;SP;29;2;2
2485;BOM;4.50;303.52;0.00;0.00;3.20;13.27;1.00;-6592.60;13.75;1.26;3937.56;0;0;0;0;0;SP;53;4;2
2486;MAU;;;42.92;0.07;5.70;14.60;3.90;305.20;-50.41;-3.78;2863.68;2;0;0;0;0;MG;29;6;2
2487;BOM;8.50;444.44;0.00;0.00;0.80;12.65;0.10;589.40;-92.08;0.00;4571.84;0;0;2;0;0;SP;29;1;2
2488;MAU;576.40;20091.94;136.16;0.00;3.70;13.54;-8.95;684.60;-101.66;-5.88;879.20;0;0;0;0;0;SP;29;3;2
2489;BOM;19.60;585.36;130.24;0.00;1.10;13.53;0.50;918.40;-45.00;-3.78;1007.94;0;0;1;0;0;SP;40;2;2
2490;MAU;54.10;986.44;78.44;1.54;4.00;14.62;-2.30;463.40;-64.58;-2.52;778.72;41;20;19;0;0;SP;25;4;2
2491;MAU;18.70;168.02;38.48;0.25;4.20;14.19;1.45;-506.80;-16.25;-0.42;2895.08;0;0;12;0;0;SP;54;6;4
2492;MAU;9.50;596.20;85.84;0.99;6.60;12.77;-0.15;341.60;-30.83;-0.42;4286.10;2;0;0;0;0;SP;73;1;4
2493;MAU;;;97.68;0.00;6.40;13.81;-39.75;432.60;-45.41;-0.84;3318.98;3;0;1;0;0;SP;48;8;2
2494;BOM;9.40;487.80;22.20;0.00;4.10;13.38;0.10;;-18.33;-2.94;2468.04;0;0;0;0;0;SP;56;1;2
2495;MAU;;;108.04;1.89;2.40;14.99;-9.00;593.60;-235.41;-12.18;1142.96;0;0;0;0;0;SP;66;7;2
2496;MAU;4.80;563.68;50.32;0.99;6.70;12.27;0.00;732.20;-27.08;24.78;785.00;5;0;0;0;0;SP;43;6;4
2497;MAU;;;170.20;0.00;5.70;14.46;-5.90;480.20;-84.16;-0.84;781.86;0;0;2;0;0;SP;27;4;4
2498;BOM;23.00;59.62;0.00;0.00;1.90;13.41;1.70;1666.00;-85.00;-1.26;948.28;0;0;0;0;0;SP;29;4;2
2499;BOM;1.30;227.64;8.88;0.00;9.40;12.63;3.15;-2588.60;82.50;-1.68;759.88;0;0;0;0;0;SP;28;2;4
2500;BOM;21.30;829.26;41.44;0.00;2.00;13.49;1.05;-362.60;-30.41;-5.88;6258.02;0;0;0;0;0;SP;28;1;2
2501;BOM;65.00;1333.32;312.28;0.00;10.70;11.61;-5.45;791.00;3246.25;-2.94;816.40;0;0;0;0;0;SP;28;2;4
2502;MAU;;;78.44;0.00;0.20;14.85;-9.30;1309.00;5.00;-1.26;916.88;4;0;0;0;0;SP;28;3;4
2503;BOM;12.10;27.10;0.00;0.00;4.00;15.01;5.70;-4345.60;14.16;-1.68;5171.58;0;0;2;0;13;SP;28;3;3
2504;BOM;0.90;130.08;4.44;0.00;4.40;12.50;1.35;-921.20;94.16;-6.72;2618.76;0;0;0;0;0;SP;78;6;2
2505;MAU;25.30;563.68;0.00;0.00;0.40;27.05;7.40;;-25.00;-0.84;1918.54;1;0;1;0;1;SP;33;3;2
2506;BOM;40.90;417.34;63.64;0.00;0.80;15.99;-2.55;610.40;100.00;-0.84;1180.64;0;0;0;0;0;SP;25;7;4
2507;BOM;0.80;428.18;0.00;0.00;4.70;11.98;0.85;;10.83;-0.84;1905.98;0;0;0;0;0;SP;38;6;2
2508;BOM;7.70;249.32;1.48;0.00;1.50;14.86;2.10;-5367.60;-2.91;-3.78;6330.24;0;0;1;0;0;SP;47;6;2
2509;BOM;3.30;476.96;0.00;0.00;13.70;12.31;2.65;-47.60;1.66;-1.26;593.46;0;0;0;0;0;SP;53;8;3
2510;BOM;2.40;487.80;44.40;0.00;0.20;12.27;1.05;232.40;-24.16;-3.36;1397.30;0;0;0;0;0;SP;44;4;2
2511;MAU;13.80;476.96;45.88;0.00;19.60;12.59;-0.40;372.40;-27.91;-3.36;2741.22;0;0;0;0;0;SP;54;4;2
2512;MAU;10.00;357.72;60.68;0.28;6.60;14.02;1.55;44.80;-25.41;-7.56;1083.30;0;0;1;1;0;SP;54;1;3
2513;BOM;3.00;390.24;20.72;0.00;3.40;12.52;0.70;-1484.00;2.50;-6.72;2543.40;0;0;0;0;0;SP;45;2;4
2514;BOM;6.10;525.74;17.76;0.18;1.10;14.39;0.40;474.60;-15.00;-9.66;1230.88;0;0;0;0;0;SP;25;3;2
2515;BOM;31.00;742.54;97.68;0.00;1.90;16.95;-2.30;999.60;-44.58;-7.14;1460.10;0;0;0;0;0;SP;28;1;2
2516;BOM;64.40;75.88;0.00;0.00;0.20;17.40;6.95;;-82.08;-0.42;835.24;0;0;0;0;8;SP;28;7;2
2517;MAU;21.00;607.04;19.24;0.00;7.80;12.74;1.20;-205.80;-35.00;-0.84;1256.00;0;0;0;0;0;SP;28;4;3
2518;BOM;23.30;780.48;31.08;0.00;1.60;14.91;-0.85;44.80;-15.00;-1.26;769.30;0;0;0;0;1;SP;28;6;2
2519;BOM;;;0.00;0.00;0.00;13.49;-23.70;512.40;-22.50;-7.14;1180.64;0;0;0;0;0;SP;28;4;2
2520;BOM;4.50;124.66;8.88;0.00;5.80;14.01;-0.15;;2.08;-5.88;734.76;0;0;0;0;0;SP;28;7;3
2521;MAU;;;11.84;0.00;47.50;11.51;;-92.40;5.00;-2.94;147.58;3;0;1;0;25;SP;28;6;2
2522;BOM;1.40;493.22;0.00;0.00;;12.03;0.25;-187.60;49.58;-3.36;430.18;0;0;0;0;0;SP;43;5;2
2523;MAU;;;127.28;1.75;1.00;12.46;-5.40;753.20;53.33;-0.84;471.00;4;0;0;0;0;SP;25;4;2
2524;MAU;2.60;455.28;72.52;0.00;3.50;12.68;0.00;-212.80;-14.58;-7.56;6053.92;1;0;0;0;0;SP;37;5;4
2525;MAU;15.10;487.80;28.12;0.00;6.00;14.31;0.20;;-8.75;4.20;1664.20;0;0;2;0;0;SP;25;4;2
2526;MAU;38.10;596.20;19.24;0.00;1.10;16.74;-0.75;1514.80;-6.66;-4.20;3378.64;1;0;2;0;0;SP;24;4;2
2527;MAU;16.20;552.84;60.68;0.97;5.80;12.82;0.60;394.80;-20.00;-2.52;3799.40;0;0;1;1;0;SP;45;3;3
2528;MAU;23.70;498.64;102.12;2.16;4.10;14.22;0.35;214.20;-39.16;-3.36;1369.04;0;0;0;1;0;SP;40;4;3
2529;MAU;13.30;850.94;71.04;0.92;1.60;13.80;0.35;434.00;-28.75;-2.94;5300.32;0;0;0;0;0;SP;62;4;4
2530;BOM;7.00;395.66;22.20;0.37;2.20;13.33;0.10;449.40;-18.33;0.84;3915.58;0;0;0;0;0;SP;24;3;2
2531;BOM;0.70;498.64;1.48;0.00;2.30;11.90;0.10;-424.20;7.91;-1.68;1425.56;0;0;0;0;0;SP;24;6;3
2532;BOM;20.60;986.44;28.12;0.00;1.60;13.32;0.50;579.60;-5.00;10.08;2304.76;0;0;0;0;0;SP;50;6;2
2533;BOM;17.90;737.12;16.28;0.00;;11.49;0.45;779.80;7.91;-7.98;207.24;0;0;0;0;16;SP;24;7;3
2534;BOM;11.20;222.22;50.32;0.81;5.70;12.88;0.80;-5632.20;0.83;-10.50;741.04;0;0;0;0;16;SP;24;8;4
2535;BOM;14.60;162.60;0.00;0.00;2.40;16.54;6.60;-1461.60;-2.08;-5.04;3727.18;0;0;0;0;12;SP;24;6;2
2536;MAU;33.90;1241.18;57.72;1.54;1.40;12.39;-1.55;644.00;-34.16;-3.36;1265.42;0;0;0;0;0;SP;24;2;2
2537;BOM;25.10;563.68;37.00;0.00;2.40;14.49;-1.50;113.40;-47.08;-7.14;1683.04;0;0;1;0;0;SP;24;5;2
2538;BOM;2.80;216.80;0.00;0.00;2.20;13.82;1.40;-1660.40;11.66;-10.50;2097.52;0;0;0;0;0;SP;43;1;2
2539;BOM;0.70;433.60;0.00;0.00;4.00;12.36;0.30;-707.00;0.41;-2.52;2446.06;0;0;0;0;0;SP;24;5;3
2540;MAU;43.90;596.20;0.00;0.00;;21.57;4.70;-746.20;-43.75;-7.14;2772.62;0;0;0;0;19;SP;24;5;3
2541;MAU;46.40;455.28;71.04;0.30;3.20;13.85;-0.15;110.60;-31.25;-1.68;3080.34;1;0;0;1;0;SP;24;4;2
2542;MAU;30.90;547.42;75.48;1.75;0.90;15.76;6.25;161.00;-25.00;-10.92;1978.20;1;0;0;0;12;SP;24;6;3
2543;MAU;;449610.68;35.52;0.00;4.40;15.56;-9.25;425.60;-175.00;9.24;1588.84;0;0;3;0;0;SP;24;2;3
2544;MAU;14.90;623.30;41.44;0.00;0.60;14.62;3.55;371.00;-11.25;9.66;3824.52;2;0;1;1;0;SP;23;3;4
2545;MAU;5.10;466.12;0.00;0.00;;11.74;1.30;-239.40;-30.83;-1.26;326.56;0;0;1;0;0;SP;23;3;2
2546;MAU;12.20;829.26;17.76;0.00;1.00;14.79;-0.90;2032.80;4.16;-26.88;847.80;0;0;0;0;0;SP;23;3;3
2547;MAU;33.30;314.36;84.36;0.00;1.20;16.47;11.85;546.00;-34.58;-1.26;2863.68;0;0;0;0;0;RJ;23;2;2
2548;MAU;52.60;693.76;47.36;0.00;;13.20;0.55;245.00;35.83;0.00;4832.46;2;0;10;0;16;SP;23;4;2
2549;BOM;17.40;525.74;0.00;0.00;7.00;13.29;0.20;-417.20;-12.91;7.98;5014.58;0;0;0;0;0;SP;45;3;4
2550;MAU;11.50;298.10;5.92;0.00;0.40;15.16;1.80;184.80;3.75;-0.84;2122.64;1;0;1;2;0;SP;23;6;2
2551;BOM;39.20;422.76;76.96;0.00;1.20;13.45;3.35;;55.00;-2.10;7350.74;0;0;0;0;0;SP;23;7;2
2552;MAU;36.00;764.22;72.52;0.62;;17.30;-4.05;436.80;-60.83;1.26;1092.72;2;0;1;0;0;SP;23;2;2
2553;BOM;12.50;509.48;1.48;0.00;9.40;12.20;0.20;;-54.58;-0.84;3209.08;0;0;0;0;0;SP;23;5;2
2554;MAU;751.40;11197.72;88.80;1.17;1.70;14.41;-7.50;299.60;-48.33;-0.42;1177.50;0;0;1;0;0;SP;23;6;4
2555;MAU;3.10;357.72;7.40;0.00;3.40;17.36;5.15;-2711.80;-2.91;-5.04;2493.16;2;0;1;0;12;SP;23;5;2
2556;MAU;15.50;363.14;0.00;0.00;8.90;12.67;2.70;-1610.00;2.50;-6.30;521.24;0;0;0;0;0;SP;31;8;4
2557;BOM;5.50;5.42;14.80;0.37;;16.48;9.15;-17883.60;0.83;-4.62;697.08;0;0;0;0;12;SP;23;4;2
2558;BOM;5.70;271.00;0.00;0.00;9.20;12.56;2.50;-64.40;96.66;-0.84;2634.46;0;0;0;0;0;SP;23;4;2
2559;BOM;41.10;682.92;60.68;0.00;2.00;16.44;-1.45;371.00;-52.91;-0.84;1397.30;0;0;0;0;0;SP;22;3;4
2560;MAU;;;54.76;0.41;5.50;14.59;;508.20;-142.91;-3.78;1727.00;1;0;0;1;0;SP;22;6;3
2561;BOM;5.90;184.28;0.00;0.00;1.30;15.63;1.20;-180.60;104.16;0.42;2037.86;0;0;0;0;0;SP;22;4;2
2562;BOM;13.00;672.08;93.24;0.00;0.20;12.56;-0.30;642.60;-11.25;-3.78;1777.24;0;0;0;0;0;SP;22;2;2
